Point ID,PartitionId,Points_0,Points_1,Points_2,Points_Magnitude
390,391,1.12128e+06,-2.0392e+06,-339.862,2.32714e+06
391,392,1.09895e+06,-2.08307e+06,-213.585,2.35518e+06
392,393,1.04458e+06,-2.10749e+06,-47.1149,2.35216e+06
393,394,1.05858e+06,-2.07405e+06,-307.212,2.32858e+06
395,396,933127,-2.09104e+06,39.0449,2.28979e+06
396,397,968795,-2.03559e+06,47.8317,2.25437e+06
397,398,1.00263e+06,-2.11058e+06,0.116116,2.33663e+06
